RatingID,UserID,MovieID,Rating,Timestamp
54,SF_43,255,3.1,2024-04-18 04:32:50
55,SF_4775,1598,2.1,2024-03-24 04:32:50
56,SF_5658,311,3.6,2023-12-16 04:32:50
57,SF_4546,1665,2.9,2024-03-17 04:32:50
58,SF_3318,1825,4.9,2024-06-22 04:32:50
59,SF_5596,277,4.4,2024-01-21 04:32:50
60,SF_28,3540,3.3,2024-04-27 04:32:50
61,SF_5775,3895,1.5,2024-03-10 04:32:50
62,SF_2588,957,2.6,2024-01-10 04:32:50
63,SF_1122,2317,4.8,2024-04-15 04:32:50
64,SF_5355,872,3.1,2024-08-29 04:32:50
65,SF_4719,1175,4.3,2024-07-08 04:32:50
66,SF_5573,1455,2.6,2024-09-07 04:32:50
67,SF_5321,1179,3.3,2024-01-21 04:32:50
68,SF_449,3891,2.1,2024-01-29 04:32:50
69,SF_5297,1595,3.8,2024-11-07 04:32:50
70,SF_3634,1035,2.5,2024-04-16 04:32:50
71,SF_2410,2409,2.5,2024-10-13 04:32:50
72,SF_1711,2636,1.3,2024-07-23 04:32:50
73,SF_4157,3856,2.6,2024-03-14 04:32:50
74,SF_5469,3845,2.0,2024-08-06 04:32:50
75,SF_2959,3687,1.2,2024-02-14 04:32:50
76,SF_5593,675,4.0,2024-01-09 04:32:50
77,SF_2324,3848,2.7,2024-04-30 04:32:50
78,SF_1262,1643,2.7,2024-02-28 04:32:50
79,SF_5657,1930,1.5,2024-09-19 04:32:50
80,SF_5631,923,5.0,2024-04-08 04:32:50
81,SF_1758,3023,4.2,2024-11-03 04:32:50
82,SF_798,3457,2.7,2024-05-24 04:32:50
83,SF_3410,1980,3.0,2024-03-24 04:32:50
84,SF_5970,3496,4.7,2024-04-16 04:32:50
85,SF_817,3677,4.2,2024-09-08 04:32:50
86,SF_4563,295,3.4,2024-11-23 04:32:50
87,SF_4523,2248,3.4,2024-10-04 04:32:50
88,SF_5328,1084,4.9,2024-10-21 04:32:50
89,SF_3294,1754,3.9,2024-04-18 04:32:50
90,SF_4900,3588,4.2,2024-04-17 04:32:50
91,SF_574,3143,1.4,2024-07-04 04:32:50
92,SF_2921,1354,4.7,2024-05-23 04:32:50
93,SF_2088,665,4.3,2024-11-18 04:32:50
94,SF_4333,815,3.3,2024-09-19 04:32:50
95,SF_5850,2922,2.5,2024-04-26 04:32:50
96,SF_1893,1816,2.9,2024-06-22 04:32:50
97,SF_4575,1610,2.3,2024-10-09 04:32:50
98,SF_3654,3668,4.9,2024-07-26 04:32:50
99,SF_2561,3270,1.5,2024-06-30 04:32:50
100,SF_5338,1163,1.8,2024-05-25 04:32:50
101,SF_2729,933,2.9,2024-12-02 04:32:50
102,SF_1187,3448,3.9,2023-12-30 04:32:50
103,SF_2969,2348,3.7,2024-07-14 04:32:50
104,SF_4965,1002,1.7,2024-03-03 04:32:50
105,SF_3953,1523,2.0,2024-11-18 04:32:50
106,SF_3712,365,2.2,2024-09-28 04:32:50
107,SF_2982,1981,1.6,2024-10-16 04:32:50
108,SF_3963,3156,4.6,2024-09-14 04:32:50
109,SF_3845,2669,1.2,2024-09-29 04:32:50
110,SF_2408,1397,3.1,2024-07-31 04:32:50
111,SF_543,988,2.5,2024-01-07 04:32:50
112,SF_247,2995,1.8,2024-01-16 04:32:50
113,SF_5742,1032,1.5,2024-06-27 04:32:50
114,SF_5625,3320,3.2,2024-05-05 04:32:50
115,SF_4557,3158,2.5,2024-10-10 04:32:50
116,SF_4287,2385,5.0,2024-10-01 04:32:50
117,SF_3177,1415,2.3,2024-10-15 04:32:50
118,SF_1122,1727,4.1,2024-08-29 04:32:50
119,SF_2463,134,1.6,2024-04-01 04:32:50
120,SF_983,3511,3.9,2024-11-04 04:32:50
121,SF_1768,3728,2.9,2024-07-23 04:32:50
122,SF_1228,3796,3.6,2024-06-05 04:32:50
123,SF_4444,1891,2.5,2024-02-10 04:32:50
124,SF_2642,2121,4.2,2024-05-05 04:32:50
125,SF_13,2817,2.9,2024-05-24 04:32:50
126,SF_4555,1911,2.2,2024-03-24 04:32:50
127,SF_3657,1147,4.5,2024-06-29 04:32:50
128,SF_1147,1630,1.4,2024-05-17 04:32:50
129,SF_1181,773,1.5,2024-06-01 04:32:50
130,SF_1345,1222,3.1,2024-06-06 04:32:50
131,SF_4644,264,2.7,2024-10-18 04:32:50
132,SF_2392,1309,4.9,2024-05-15 04:32:50
133,SF_159,148,3.1,2024-09-02 04:32:50
134,SF_2922,1186,4.1,2024-03-06 04:32:50
135,SF_4416,1633,1.7,2024-11-16 04:32:50
136,SF_619,2569,3.5,2024-10-22 04:32:50
137,SF_5183,896,1.4,2024-01-22 04:32:50
138,SF_4615,3446,4.0,2024-06-24 04:32:50
139,SF_3738,2131,4.6,2024-08-07 04:32:50
140,SF_2135,3534,1.9,2024-05-31 04:32:50
141,SF_3510,2827,2.1,2024-02-17 04:32:50
142,SF_5834,2650,4.7,2024-05-17 04:32:50
143,SF_822,2767,3.0,2024-09-25 04:32:50
144,SF_4725,2623,1.6,2024-08-21 04:32:50
145,SF_586,2044,2.9,2024-04-01 04:32:50
146,SF_1997,546,1.8,2024-04-29 04:32:50
147,SF_4572,2915,2.3,2024-05-04 04:32:50
148,SF_5189,3732,1.7,2024-06-28 04:32:50
149,SF_463,2172,3.7,2024-07-05 04:32:50
150,SF_3696,467,2.3,2024-07-28 04:32:50
151,SF_2315,959,3.3,2024-07-04 04:32:50
152,SF_771,2698,2.9,2024-01-18 04:32:50
153,SF_2930,1238,3.8,2024-04-10 04:32:50
154,SF_3271,3866,4.3,2024-06-02 04:32:50
155,SF_606,3544,1.3,2024-10-06 04:32:50
156,SF_1491,834,2.9,2024-05-14 04:32:50
157,SF_4637,9,3.5,2024-01-27 04:32:50
158,SF_2137,2758,2.4,2024-05-02 04:32:50
159,SF_786,2683,3.5,2024-01-01 04:32:50
160,SF_2114,1859,3.9,2023-12-15 04:32:50
161,SF_2671,642,2.2,2023-12-15 04:32:50
162,SF_1696,213,3.7,2024-04-29 04:32:50
163,SF_347,3591,1.1,2024-04-16 04:32:50
164,SF_796,3774,1.2,2024-04-27 04:32:50
165,SF_37,603,1.7,2024-02-23 04:32:50
166,SF_5226,1570,3.2,2024-05-22 04:32:50
167,SF_3617,2943,2.4,2024-03-12 04:32:50
168,SF_1920,1812,4.6,2024-08-12 04:32:50
169,SF_2968,442,4.7,2024-08-02 04:32:50
170,SF_619,1129,3.4,2024-11-17 04:32:50
171,SF_2435,2018,1.2,2023-12-25 04:32:50
172,SF_1395,293,3.9,2024-03-10 04:32:50
173,SF_5665,3070,4.2,2024-06-28 04:32:50
174,SF_4367,904,3.7,2024-04-22 04:32:50
175,SF_1552,2707,2.3,2024-07-26 04:32:50
176,SF_1822,82,1.8,2024-09-29 04:32:50
177,SF_333,3510,1.8,2024-11-02 04:32:50
178,SF_4243,358,1.0,2024-03-18 04:32:50
179,SF_1076,691,2.0,2024-06-15 04:32:50
180,SF_766,3058,3.4,2024-03-04 04:32:50
181,SF_5052,2172,2.8,2024-09-21 04:32:50
182,SF_4293,2615,3.4,2024-04-03 04:32:50
183,SF_5657,2966,3.7,2024-02-08 04:32:50
184,SF_2121,2409,2.6,2024-05-10 04:32:50
185,SF_2596,492,4.3,2024-01-10 04:32:50
186,SF_319,3899,3.9,2024-01-12 04:32:50
187,SF_4086,1280,2.0,2023-12-16 04:32:50
188,SF_1246,3480,3.9,2024-01-27 04:32:50
189,SF_4562,657,3.3,2024-01-25 04:32:50
190,SF_1510,1054,3.7,2024-04-09 04:32:50
191,SF_1567,1268,3.7,2024-10-12 04:32:50
192,SF_5366,584,4.4,2024-03-24 04:32:50
193,SF_4009,3003,4.9,2024-10-01 04:32:50
194,SF_45,3006,1.7,2024-07-25 04:32:50
195,SF_3697,1175,3.1,2024-05-11 04:32:50
196,SF_1134,3226,2.5,2024-01-26 04:32:50
197,SF_4966,3828,1.9,2024-01-23 04:32:50
198,SF_5442,321,1.4,2024-08-14 04:32:50
199,SF_3997,671,1.2,2024-08-08 04:32:50
200,SF_1861,1986,1.2,2024-07-03 04:32:50
201,SF_3246,3254,3.6,2024-09-26 04:32:50
202,SF_3050,2787,3.9,2024-10-17 04:32:50
203,SF_2282,2500,1.0,2024-02-29 04:32:50
204,SF_4651,1651,3.6,2024-03-30 04:32:50
205,SF_2351,628,4.6,2023-12-20 04:32:50
206,SF_4006,403,3.3,2024-12-07 04:32:50
207,SF_3897,1952,1.9,2024-07-05 04:32:50
208,SF_4108,978,2.5,2024-04-16 04:32:50
209,SF_4570,1180,3.7,2024-11-23 04:32:50
210,SF_4881,531,3.2,2024-08-07 04:32:50
211,SF_4268,1479,3.1,2023-12-18 04:32:50
212,SF_3323,2452,4.6,2024-07-07 04:32:50
213,SF_5802,766,3.3,2024-06-02 04:32:50
214,SF_1135,2425,3.0,2024-11-19 04:32:50
215,SF_4406,1989,1.7,2024-02-24 04:32:50
216,SF_3299,581,4.0,2024-06-07 04:32:50
217,SF_5794,3501,4.1,2024-03-29 04:32:50
218,SF_4805,1322,3.8,2024-07-13 04:32:50
219,SF_3182,3873,2.5,2024-11-13 04:32:50
220,SF_3006,2125,3.3,2024-02-19 04:32:50
221,SF_4672,2640,2.1,2024-03-27 04:32:50
222,SF_2448,1140,4.3,2024-02-25 04:32:50
223,SF_3422,888,1.7,2024-12-02 04:32:50
224,SF_765,968,3.4,2024-03-20 04:32:50
225,SF_4813,2938,4.2,2024-03-08 04:32:50
226,SF_76,3126,1.9,2024-11-28 04:32:50
227,SF_3750,2214,4.9,2024-01-13 04:32:50
228,SF_2398,3812,3.5,2024-02-01 04:32:50
229,SF_3877,3318,4.1,2024-06-19 04:32:50
230,SF_3020,1601,1.0,2024-07-02 04:32:50
231,SF_217,516,2.8,2024-07-19 04:32:50
232,SF_169,56,4.8,2023-12-19 04:32:50
233,SF_5127,2152,3.7,2024-02-01 04:32:50
234,SF_4169,1364,3.9,2024-08-23 04:32:50
235,SF_5902,3856,4.0,2024-12-04 04:32:50
236,SF_2435,593,1.3,2024-09-22 04:32:50
237,SF_567,2814,2.7,2024-07-31 04:32:50
238,SF_4829,2017,2.5,2024-01-15 04:32:50
239,SF_3454,1699,1.1,2024-08-10 04:32:50
240,SF_167,181,2.6,2024-02-09 04:32:50
241,SF_5578,366,3.0,2024-10-21 04:32:50
242,SF_3418,2755,2.5,2024-01-15 04:32:50
243,SF_8,3001,1.8,2024-05-05 04:32:50
244,SF_1124,3712,2.1,2024-01-20 04:32:50
245,SF_5823,1748,1.3,2024-08-11 04:32:50
246,SF_592,2596,3.8,2024-02-10 04:32:50
247,SF_614,3136,3.2,2024-11-14 04:32:50
248,SF_1197,1482,2.8,2024-02-05 04:32:50
249,SF_4928,1165,1.1,2024-09-10 04:32:50
250,SF_274,342,1.7,2024-02-25 04:32:50
251,SF_3808,2890,1.3,2024-03-10 04:32:50
252,SF_3941,892,1.2,2024-10-13 04:32:50
253,SF_1931,2842,3.2,2024-01-26 04:32:50
254,SF_451,93,4.3,2024-08-22 04:32:50
255,SF_4206,399,2.0,2024-06-17 04:32:50
256,SF_3555,3115,4.7,2024-01-01 04:32:50
257,SF_769,3718,4.6,2024-07-16 04:32:50
258,SF_3311,2335,2.8,2023-12-14 04:32:50
259,SF_2743,2619,2.9,2024-01-17 04:32:50
260,SF_3907,1170,2.1,2024-01-03 04:32:50
261,SF_5245,1424,2.1,2024-02-21 04:32:50
262,SF_172,37,3.1,2024-09-05 04:32:50
263,SF_5671,3778,3.1,2024-08-25 04:32:50
264,SF_3506,3237,4.3,2024-06-21 04:32:50
265,SF_26,2055,3.6,2024-10-22 04:32:50
266,SF_3668,294,3.0,2024-06-06 04:32:50
267,SF_1869,504,4.3,2024-07-02 04:32:50
268,SF_4262,1961,2.2,2024-08-15 04:32:50
269,SF_2429,943,2.4,2024-07-13 04:32:50
270,SF_745,3744,4.1,2024-02-12 04:32:50
271,SF_3279,3107,2.1,2024-11-11 04:32:50
272,SF_977,2679,4.7,2024-03-10 04:32:50
273,SF_64,3870,3.5,2024-07-29 04:32:50
274,SF_438,241,2.0,2024-08-30 04:32:50
275,SF_3658,3257,3.5,2024-05-05 04:32:50
276,SF_1542,1434,4.6,2024-09-07 04:32:50
277,SF_4372,3686,3.1,2023-12-24 04:32:50
278,SF_120,1330,3.9,2024-09-01 04:32:50
279,SF_4340,3549,1.7,2023-12-28 04:32:50
280,SF_4862,3562,4.2,2024-11-01 04:32:50
281,SF_2954,2022,3.0,2024-06-21 04:32:50
282,SF_136,659,3.9,2024-03-29 04:32:50
283,SF_3983,3282,2.7,2024-01-19 04:32:50
284,SF_3205,2091,4.5,2024-10-25 04:32:50
285,SF_1403,2542,1.9,2024-01-17 04:32:50
286,SF_5840,3187,1.1,2024-07-18 04:32:50
287,SF_1330,1768,1.9,2024-09-24 04:32:50
288,SF_5658,1176,4.7,2024-01-24 04:32:50
289,SF_540,3368,3.9,2024-05-03 04:32:50
290,SF_3161,839,4.3,2024-06-23 04:32:50
291,SF_89,962,3.6,2024-01-03 04:32:50
292,SF_4228,8,2.7,2024-09-07 04:32:50
293,SF_2905,1156,1.3,2024-08-09 04:32:50
294,SF_616,31,1.2,2024-05-23 04:32:50
295,SF_625,2761,4.3,2024-02-03 04:32:50
296,SF_1080,1413,3.3,2024-05-11 04:32:50
297,SF_1684,267,2.3,2024-04-25 04:32:50
298,SF_2378,3376,2.6,2024-05-20 04:32:50
299,SF_6028,765,2.8,2024-07-29 04:32:50
300,SF_5279,1400,4.7,2023-12-31 04:32:50
301,SF_942,1516,1.5,2024-03-08 04:32:50
302,SF_5914,1733,2.6,2024-07-22 04:32:50
303,SF_1146,75,1.0,2024-05-24 04:32:50
304,SF_1108,3540,1.4,2024-03-05 04:32:50
305,SF_5335,7,4.7,2024-01-18 04:32:50
306,SF_4800,1307,4.8,2023-12-27 04:32:50
307,SF_4960,3295,2.7,2024-08-14 04:32:50
308,SF_78,959,1.2,2024-06-25 04:32:50
309,SF_959,2433,4.3,2023-12-26 04:32:50
310,SF_2522,3090,1.6,2024-05-14 04:32:50
311,SF_5964,2403,1.2,2024-09-05 04:32:50
312,SF_1377,922,2.0,2024-09-16 04:32:50
313,SF_4114,1726,2.2,2024-05-29 04:32:50
314,SF_1652,3009,2.4,2024-01-08 04:32:50
315,SF_1419,2472,4.2,2024-01-01 04:32:50
316,SF_2775,1814,2.4,2024-12-06 04:32:50
317,SF_932,3814,2.6,2024-05-06 04:32:50
318,SF_1518,352,1.7,2024-06-19 04:32:50
319,SF_3877,3049,3.7,2024-10-30 04:32:50
320,SF_4388,2554,2.0,2024-10-28 04:32:50
321,SF_3928,3652,2.2,2024-06-20 04:32:50
322,SF_3939,2976,1.3,2024-07-02 04:32:50
323,SF_620,2750,3.2,2024-12-10 04:32:50
324,SF_2059,1871,3.1,2024-12-06 04:32:50
325,SF_779,2642,4.7,2024-01-10 04:32:50
326,SF_1378,3814,3.1,2024-08-18 04:32:50
327,SF_465,3379,4.6,2024-10-22 04:32:50
328,SF_483,2664,2.1,2024-07-13 04:32:50
329,SF_3804,1246,4.9,2024-03-19 04:32:50
330,SF_1311,2500,3.6,2024-11-27 04:32:50
331,SF_4931,2337,2.4,2024-03-08 04:32:50
332,SF_2019,2950,4.9,2024-08-30 04:32:50
333,SF_5229,1683,4.0,2024-01-03 04:32:50
334,SF_5301,2210,3.1,2024-05-11 04:32:50
335,SF_1609,237,2.2,2024-04-10 04:32:50
336,SF_4599,888,5.0,2024-04-14 04:32:50
337,SF_1450,2383,2.6,2024-11-09 04:32:50
338,SF_4489,3084,4.2,2024-05-10 04:32:50
339,SF_5215,3290,2.7,2023-12-13 04:32:50
340,SF_3611,609,3.6,2024-05-05 04:32:50
341,SF_3782,1059,4.3,2023-12-16 04:32:50
342,SF_952,1499,1.3,2024-05-21 04:32:50
343,SF_3067,164,3.2,2024-03-21 04:32:50
344,SF_2762,743,2.9,2024-02-17 04:32:50
345,SF_5981,3898,2.1,2024-03-02 04:32:50
346,SF_1308,129,1.3,2024-10-09 04:32:50
347,SF_5568,2788,4.4,2024-08-27 04:32:50
348,SF_5577,1046,2.0,2024-11-20 04:32:50
349,SF_4925,3411,1.1,2024-12-05 04:32:50
350,SF_3883,1025,1.7,2024-02-12 04:32:50
351,SF_3883,1005,4.9,2023-12-30 04:32:50
352,SF_5139,3777,1.2,2024-01-06 04:32:50
353,SF_5879,1804,2.8,2024-09-24 04:32:50
354,SF_4652,24,3.5,2024-11-08 04:32:50
355,SF_347,341,1.2,2024-08-16 04:32:50
356,SF_5773,2014,3.0,2024-05-03 04:32:50
357,SF_5791,2039,3.1,2024-03-16 04:32:50
358,SF_2058,2771,3.1,2024-05-08 04:32:50
359,SF_5145,1772,4.5,2024-10-31 04:32:50
360,SF_1415,942,3.9,2024-06-04 04:32:50
361,SF_2365,1853,3.6,2024-08-03 04:32:50
362,SF_2025,2970,3.8,2024-02-13 04:32:50
363,SF_3382,2060,3.7,2024-04-05 04:32:50
364,SF_2394,2343,1.6,2024-04-09 04:32:50
365,SF_2021,2032,1.9,2024-03-26 04:32:50
366,SF_1593,542,1.7,2024-10-10 04:32:50
367,SF_1137,319,5.0,2024-01-10 04:32:50
368,SF_1844,1550,4.1,2024-10-21 04:32:50
369,SF_2645,1156,2.3,2024-04-30 04:32:50
370,SF_526,2472,2.0,2024-05-02 04:32:50
371,SF_2024,402,2.5,2024-10-16 04:32:50
372,SF_5662,1055,2.8,2024-04-01 04:32:50
373,SF_5547,1281,4.3,2024-08-10 04:32:50
374,SF_5093,1793,1.1,2024-07-02 04:32:50
375,SF_3952,2326,4.9,2023-12-21 04:32:50
376,SF_2073,3533,4.8,2024-02-02 04:32:50
377,SF_3709,2404,2.4,2024-01-20 04:32:50
378,SF_5055,3647,1.5,2024-01-10 04:32:50
379,SF_2693,3131,3.3,2024-03-14 04:32:50
380,SF_2115,1393,4.0,2024-08-03 04:32:50
381,SF_3737,3025,4.8,2024-02-19 04:32:50
382,SF_5620,1336,4.0,2024-04-18 04:32:50
383,SF_3229,318,2.6,2023-12-24 04:32:50
384,SF_1008,1353,1.2,2024-01-16 04:32:50
385,SF_635,378,2.3,2024-07-06 04:32:50
386,SF_2164,1426,2.4,2024-04-10 04:32:50
387,SF_2161,3306,1.0,2024-01-25 04:32:50
388,SF_5191,1741,4.5,2023-12-14 04:32:50
389,SF_5051,887,2.1,2024-05-22 04:32:50
390,SF_3103,621,3.8,2024-06-27 04:32:50
391,SF_5094,3077,2.5,2024-03-13 04:32:50
392,SF_4876,3926,3.6,2024-03-16 04:32:50
393,SF_4982,3393,4.3,2024-12-09 04:32:50
394,SF_2922,690,1.6,2024-10-25 04:32:50
395,SF_4324,2369,4.1,2024-05-14 04:32:50
396,SF_2479,2893,3.0,2024-09-16 04:32:50
397,SF_4915,1987,1.6,2024-08-24 04:32:50
398,SF_3998,3428,3.6,2024-01-24 04:32:50
399,SF_2866,3305,2.0,2024-04-24 04:32:50
400,SF_5290,2052,4.6,2024-02-19 04:32:50
401,SF_1213,552,3.3,2024-03-15 04:32:50
402,SF_5304,1985,3.1,2024-01-29 04:32:50
403,SF_1873,875,1.1,2024-03-28 04:32:50
404,SF_749,1204,3.0,2024-01-29 04:32:50
405,SF_5775,479,1.1,2024-07-07 04:32:50
406,SF_4779,1722,3.1,2024-10-15 04:32:50
407,SF_3757,2459,1.9,2024-08-30 04:32:50
408,SF_569,3835,4.8,2024-05-24 04:32:50
409,SF_4175,1262,4.2,2024-11-04 04:32:50
410,SF_3826,2328,2.7,2024-10-28 04:32:50
411,SF_875,2977,2.0,2024-06-12 04:32:50
412,SF_5042,2153,4.3,2024-11-10 04:32:50
413,SF_934,3615,1.1,2023-12-17 04:32:50
414,SF_3400,1764,3.7,2024-11-24 04:32:50
415,SF_5028,2236,1.8,2024-07-03 04:32:50
416,SF_2057,232,1.8,2024-04-16 04:32:50
417,SF_163,2816,4.7,2024-05-30 04:32:50
418,SF_732,3129,5.0,2024-11-30 04:32:50
419,SF_5683,2474,2.2,2024-04-08 04:32:50
420,SF_3331,2659,3.8,2024-02-28 04:32:50
421,SF_863,1360,1.6,2024-01-03 04:32:50
422,SF_1233,2200,4.6,2024-04-14 04:32:50
423,SF_5419,3922,3.2,2024-08-23 04:32:50
424,SF_2250,2477,1.3,2024-04-02 04:32:50
425,SF_4085,1566,1.3,2024-04-06 04:32:50
426,SF_2819,872,4.6,2024-02-02 04:32:50
427,SF_5929,3256,1.5,2024-01-02 04:32:50
428,SF_1109,1693,1.7,2024-08-21 04:32:50
429,SF_759,3077,3.6,2024-11-17 04:32:50
430,SF_1193,2472,1.7,2024-01-25 04:32:50
431,SF_723,725,3.8,2024-01-21 04:32:50
432,SF_3063,118,2.0,2024-04-19 04:32:50
433,SF_5401,2374,4.5,2024-06-06 04:32:50
434,SF_4899,47,2.3,2024-05-03 04:32:50
435,SF_3227,802,3.8,2024-01-20 04:32:50
436,SF_3817,3583,2.9,2024-01-02 04:32:50
437,SF_616,3348,2.5,2024-03-10 04:32:50
438,SF_2574,1136,3.0,2024-03-27 04:32:50
439,SF_2973,2697,1.1,2024-07-13 04:32:50
440,SF_5152,2282,4.8,2024-01-28 04:32:50
441,SF_5509,2779,2.8,2024-06-23 04:32:50
442,SF_249,1543,3.5,2024-08-05 04:32:50
443,SF_2659,1917,4.4,2024-06-13 04:32:50
444,SF_5465,388,2.8,2024-06-02 04:32:50
445,SF_1091,3559,1.9,2024-08-18 04:32:50
446,SF_1587,2826,1.7,2024-03-04 04:32:50
447,SF_310,2956,4.6,2024-05-16 04:32:50
448,SF_340,968,3.9,2023-12-16 04:32:50
449,SF_5631,5,3.5,2023-12-17 04:32:50
450,SF_825,3703,3.4,2024-11-29 04:32:50
451,SF_4183,2829,1.3,2024-04-09 04:32:50
452,SF_1456,133,1.7,2024-08-03 04:32:50
453,SF_4860,211,1.5,2024-11-09 04:32:50
454,SF_1431,3671,4.5,2024-03-14 04:32:50
455,SF_2021,2562,4.7,2024-11-10 04:32:50
456,SF_3489,3932,1.4,2024-03-19 04:32:50
457,SF_5029,1916,2.8,2024-08-26 04:32:50
458,SF_1978,3894,1.3,2024-08-20 04:32:50
459,SF_3620,3736,1.4,2024-09-09 04:32:50
460,SF_994,1274,4.3,2024-12-01 04:32:50
461,SF_2115,1486,1.4,2024-09-18 04:32:50
462,SF_4679,1872,2.6,2024-11-20 04:32:50
463,SF_3591,2933,3.1,2024-10-20 04:32:50
464,SF_3649,3724,1.1,2024-04-02 04:32:50
465,SF_4475,2345,4.2,2024-10-07 04:32:50
466,SF_5643,1546,4.9,2024-05-20 04:32:50
467,SF_1806,1936,4.3,2024-08-29 04:32:50
468,SF_1621,3906,4.8,2024-09-04 04:32:50
469,SF_1570,3493,2.6,2024-01-05 04:32:50
470,SF_1714,2069,1.7,2024-12-03 04:32:50
471,SF_3914,705,3.0,2024-02-21 04:32:50
472,SF_2848,801,2.9,2024-04-20 04:32:50
473,SF_4837,1515,2.2,2024-01-29 04:32:50
474,SF_5301,3511,3.1,2024-10-09 04:32:50
475,SF_4971,3132,1.3,2024-03-27 04:32:50
476,SF_2521,3226,3.8,2024-05-07 04:32:50
477,SF_5104,169,3.3,2024-02-02 04:32:50
478,SF_3630,3321,2.5,2024-06-13 04:32:50
479,SF_644,1236,2.3,2024-03-27 04:32:50
480,SF_3311,2314,4.5,2024-05-24 04:32:50
481,SF_5955,2308,1.0,2024-10-17 04:32:50
482,SF_4486,1035,2.2,2024-09-27 04:32:50
483,SF_3351,2476,4.8,2024-07-16 04:32:50
484,SF_17,2500,2.9,2024-09-18 04:32:50
485,SF_845,487,3.6,2024-09-17 04:32:50
486,SF_1152,3327,2.2,2024-05-20 04:32:50
487,SF_4289,2351,4.8,2024-11-18 04:32:50
488,SF_870,2887,2.8,2024-07-12 04:32:50
489,SF_2562,2836,1.6,2024-03-31 04:32:50
490,SF_3259,3806,4.5,2024-07-05 04:32:50
491,SF_4814,75,2.7,2024-09-27 04:32:50
492,SF_2547,1248,2.7,2024-01-01 04:32:50
493,SF_3177,949,4.0,2024-02-24 04:32:50
494,SF_1736,1656,1.4,2024-07-29 04:32:50
495,SF_4943,1660,4.1,2024-06-25 04:32:50
496,SF_3165,387,4.6,2024-11-30 04:32:50
497,SF_2569,2923,3.8,2024-07-28 04:32:50
498,SF_297,1565,3.6,2024-12-04 04:32:50
499,SF_4236,2926,1.0,2024-05-10 04:32:50
500,SF_2019,2332,4.4,2023-12-22 04:32:50
501,SF_153,1179,3.0,2024-11-30 04:32:50
502,SF_4566,1888,2.3,2024-09-04 04:32:50
503,SF_1187,3254,3.0,2024-06-29 04:32:50
504,SF_3928,338,1.7,2024-05-15 04:32:50
505,SF_16,3787,2.4,2024-02-08 04:32:50
